trip_id,segment_id,route_id,route_name,stop_sequence,route_id_in_processed_reference,stops_in_processed_reference,official_route_membership,official_stop_sequence,road_route_polyline,geometry_method,median_distance_to_reference_stops_m,p95_distance_to_reference_stops_m,max_distance_to_reference_stops_m,status_reason
trip_000622,2,421,Seoul city bus 421,압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1143.460,2556.887,3103.492,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000622,4,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1681.623,3634.115,3872.187,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000626,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2655.592,7980.946,8852.889,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000626,4,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,975.185,1907.932,2017.874,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000631,2,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1841.121,3575.070,3913.437,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000632,2,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2637.236,4749.704,6699.230,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000633,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1134.641,1737.072,1877.580,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000634,2,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1990.365,7701.910,8628.210,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000635,2,7016,Seoul city bus 7016,"건대입구역사거리, 건대병원 > 동교동삼거리연희동방면 > 공덕역(중) > 서울역11번출구",PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1237.019,3989.416,4397.229,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000637,2,402,Seoul city bus 402,강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2547.476,4243.531,4806.638,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000639,2,143,Seoul city bus 143,창동이마트 > 왕십리민자역사 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3378.183,5734.942,6509.172,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000640,3,402,Seoul city bus 402,시청덕수궁 > 강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2247.093,4074.288,4368.046,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000642,2,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2552.445,3779.094,4079.802,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000644,2,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2372.602,4359.818,4809.171,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000644,4,402,Seoul city bus 402,시청덕수궁 > 강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1813.929,4002.267,4345.680,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000646,2,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2053.267,3705.234,4605.568,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000646,4,7016,Seoul city bus 7016,동교동삼거리연희동방면 > 공덕역(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1764.335,5077.758,5364.614,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000647,2,7016,Seoul city bus 7016,동교동삼거리연희동방면 > 공덕역(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1666.687,5196.156,5489.615,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000647,4,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1343.264,5078.618,6814.621,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000649,2,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1838.819,6116.659,7010.592,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000655,3,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1711.440,3634.387,3916.429,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000658,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1001.705,3008.277,3354.091,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000658,4,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1083.965,2958.706,3566.487,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000662,2,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1992.987,5963.190,6303.345,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000663,2,402,Seoul city bus 402,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1437.287,3929.515,4362.877,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000663,4,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1640.736,3164.410,3461.774,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000664,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,4250.911,11024.654,11654.127,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000667,3,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2787.619,4946.707,5574.083,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000669,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1511.305,5327.321,6509.459,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000669,4,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2807.463,9462.007,12456.248,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000672,2,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2177.475,3753.906,4060.898,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000675,3,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2480.998,5912.223,6816.556,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000676,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1038.384,1752.970,1798.217,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000676,4,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1747.439,3195.630,3456.376,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000680,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1049.445,2476.555,2504.833,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000682,3,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1838.144,3536.202,3914.171,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000684,2,402,Seoul city bus 402,창동이마트 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2576.562,4671.882,4867.738,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000684,4,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3119.525,9594.898,11038.164,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000685,3,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1874.505,6274.600,7016.883,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000686,3,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1685.883,2367.203,3111.733,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000688,3,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2101.707,5648.641,6688.955,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000689,2,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1686.978,3579.260,3850.395,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000689,4,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3089.547,8303.278,9140.354,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000691,3,402,Seoul city bus 402,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1440.107,3929.445,4361.341,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000692,2,421,Seoul city bus 421,압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3135.527,14129.295,16296.357,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000696,2,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2138.445,5483.558,5857.193,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000696,4,402,Seoul city bus 402,강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2297.779,4055.783,4351.605,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000697,2,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1705.012,4591.746,5853.207,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
